,ciclo_lec,departamento,materia,catedra,profesor,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,percent_1,percent_2,percent_3,percent_4,percent_5,percent_6,percent_7,percent_8,percent_9,percent_10,percent_11,percent_12,N,url
8458,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Bromatología Superior (Química),Materia optativa para la LCQ,Dos Santos Ferreira Cristina Isabel,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/3819/11698/35
8459,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Bromatología Superior (Química),Materia optativa para la LCQ,Vajda Juliana Erika,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/3819/11698/5676
8460,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Bromatología Superior (Química),Materia optativa para la LCQ,Ramirez Albuquerque Lady Diana,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/3819/11698/6714
8461,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Bromatología Superior (Química),Materia optativa para la LCQ,Basanta María Florencia,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/3819/11698/1298
8462,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Bromatología Superior (Química),Materia optativa para la LCQ,Herrera Maria Lidia,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/3819/11698/3630
8463,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Bromatología Superior (Química),Materia optativa para la LCQ,Buera Maria Del Pilar,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/3819/11698/759
8464,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Laboratorio de Química Orgánica (Química),Materia optativa de la LCQ,Couto Alicia Susana,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,5,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/709/11729/932
8465,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Laboratorio de Química Orgánica (Química),Materia optativa de la LCQ,Cabrera Gabriela Myriam,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,5,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/709/11729/1165
8466,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Modelado Molecular (Química),Materia optativa de la LCQ,Stortz Carlos Arturo,5.0,5.0,5.0,5.0,4.0,4.5,4.5,4.5,5.0,4.0,5.0,4.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/3696/11733/2602
8467,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Modelado Molecular (Química),Materia optativa de la LCQ,Burton Gerardo,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/3696/11733/1224
8468,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Modelado Molecular (Química),Materia optativa de la LCQ,Martinez Mario David,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/3696/11733/943
8469,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Modelado Molecular (Química),Materia optativa de la LCQ,Stortz Carlos Arturo,5.0,5.0,5.0,5.0,4.0,4.5,4.5,4.5,5.0,4.0,5.0,4.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/3696/11733/2602
8470,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Modelado Molecular (Química),Materia optativa de la LCQ,Burton Gerardo,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,2,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/3696/11733/1224
8471,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Modelado Molecular en Química Orgánica (Doctorado),Curso de doctorado-posgrado,Stortz Carlos Arturo,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/4910/11734/2602
8472,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Modelado Molecular en Química Orgánica (Doctorado),Curso de doctorado-posgrado,Burton Gerardo,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/4910/11734/1224
8473,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Modelado Molecular en Química Orgánica (Doctorado),Curso de doctorado-posgrado,Martinez Mario David,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/4910/11734/943
8474,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Modelado Molecular en Química Orgánica (Doctorado),Curso de doctorado-posgrado,Stortz Carlos Arturo,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/4910/11734/2602
8475,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Modelado Molecular en Química Orgánica (Doctorado),Curso de doctorado-posgrado,Burton Gerardo,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/4910/11734/1224
8476,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,SUAREZ Daniel Tomás,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,5.0,5.0,5.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/6757
8477,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Schwarzkopf Martín Alejandro,5.0,5.0,4.9,5.0,4.8,4.8,4.8,5.0,4.6,4.8,4.6,4.8,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/6455
8478,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Cristófalo Alejandro,5.0,5.0,5.0,5.0,5.0,4.9,4.9,5.0,4.9,5.0,4.9,4.8,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,10,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/4100
8479,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Spagnuolo Carla Cecilia,4.5,4.5,4.5,4.6,4.6,4.8,5.0,5.0,4.9,5.0,5.0,4.8,33.0,33.0,33.0,42.0,38.0,38.0,33.0,38.0,38.0,38.0,29.0,38.0,24,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/955
8480,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Ramirez Javier Alberto,4.9,4.9,5.0,5.0,4.7,4.8,5.0,5.0,5.0,5.0,5.0,4.9,48.0,43.0,48.0,48.0,48.0,48.0,43.0,48.0,48.0,48.0,48.0,48.0,23,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/1572
8481,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Kolender Adriana Andrea,4.8,4.8,4.8,4.7,4.5,4.7,4.5,4.8,4.8,4.3,4.8,4.7,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,26.0,32.0,19,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/818
8482,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Silva Nieto Ramón,5.0,4.9,5.0,4.4,4.5,4.6,4.7,4.6,4.6,4.9,5.0,4.7,94.0,94.0,94.0,94.0,78.0,94.0,78.0,89.0,94.0,78.0,72.0,78.0,18,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/6747
8483,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Ferreria Kreiter Emilio Federico,5.0,5.0,4.9,5.0,4.9,4.8,4.7,4.9,4.8,5.0,5.0,4.7,94.0,94.0,94.0,94.0,89.0,94.0,89.0,89.0,94.0,89.0,78.0,83.0,18,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/4297
8484,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Landoni Malena,5.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0,5.0,4.9,5.0,4.8,100.0,100.0,100.0,100.0,100.0,100.0,94.0,100.0,100.0,94.0,78.0,94.0,18,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/1322
8485,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Spagnuolo Carla Cecilia,4.5,4.5,4.5,4.6,4.6,4.8,5.0,5.0,4.9,5.0,5.0,4.8,33.0,33.0,33.0,42.0,38.0,38.0,33.0,38.0,38.0,38.0,29.0,38.0,24,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/955
8486,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Ramirez Javier Alberto,4.9,4.9,5.0,5.0,4.7,4.8,5.0,5.0,5.0,5.0,5.0,4.9,48.0,43.0,48.0,48.0,48.0,48.0,43.0,48.0,48.0,48.0,48.0,48.0,23,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/1572
8487,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Kolender Adriana Andrea,4.8,4.8,4.8,4.7,4.5,4.7,4.5,4.8,4.8,4.3,4.8,4.7,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,26.0,32.0,19,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/818
8488,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Guerberoff Clara Lucia,4.9,4.9,4.8,4.7,4.8,4.6,4.7,4.7,4.5,4.8,4.7,4.7,95.0,95.0,100.0,95.0,89.0,95.0,89.0,95.0,95.0,95.0,79.0,95.0,19,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/7054
8489,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Benech Arnold Tomás,5.0,5.0,4.9,4.8,4.8,4.5,4.7,4.8,4.7,4.6,4.9,4.7,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,89.0,89.0,19,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/5073
8490,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Schmidt de Leon Tobias,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.0,100.0,19,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/4447
8491,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Avanzo Romina Edith,5.0,4.9,4.8,4.8,4.8,4.5,4.7,4.8,4.5,4.5,4.9,4.7,100.0,100.0,100.0,100.0,95.0,95.0,89.0,95.0,95.0,95.0,74.0,79.0,19,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/1970
8492,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Spagnuolo Carla Cecilia,4.5,4.5,4.5,4.6,4.6,4.8,5.0,5.0,4.9,5.0,5.0,4.8,33.0,33.0,33.0,42.0,38.0,38.0,33.0,38.0,38.0,38.0,29.0,38.0,24,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/955
8493,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Ramirez Javier Alberto,4.9,4.9,5.0,5.0,4.7,4.8,5.0,5.0,5.0,5.0,5.0,4.9,48.0,43.0,48.0,48.0,48.0,48.0,43.0,48.0,48.0,48.0,48.0,48.0,23,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/1572
8494,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Kolender Adriana Andrea,4.8,4.8,4.8,4.7,4.5,4.7,4.5,4.8,4.8,4.3,4.8,4.7,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,26.0,32.0,19,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/818
8495,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Pugliese Micaela Belen,5.0,5.0,4.8,4.8,4.7,4.7,4.6,4.9,4.8,4.8,4.9,4.5,92.0,92.0,100.0,100.0,92.0,100.0,92.0,92.0,100.0,92.0,69.0,85.0,13,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/7055
8496,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Giudice Agustina Daniela,4.9,5.0,4.8,4.8,4.8,4.8,4.6,4.9,4.8,5.0,4.9,4.7,92.0,92.0,100.0,100.0,92.0,100.0,92.0,92.0,100.0,85.0,77.0,85.0,13,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/5899
8497,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Acebedo Sofía Lorena,4.8,5.0,4.8,4.9,4.6,4.5,4.5,4.8,4.5,4.6,4.8,4.5,100.0,92.0,100.0,100.0,100.0,100.0,92.0,92.0,100.0,92.0,77.0,77.0,13,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/1063
8498,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Spagnuolo Carla Cecilia,4.5,4.5,4.5,4.6,4.6,4.8,5.0,5.0,4.9,5.0,5.0,4.8,33.0,33.0,33.0,42.0,38.0,38.0,33.0,38.0,38.0,38.0,29.0,38.0,24,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/955
8499,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Ramirez Javier Alberto,4.9,4.9,5.0,5.0,4.7,4.8,5.0,5.0,5.0,5.0,5.0,4.9,48.0,43.0,48.0,48.0,48.0,48.0,43.0,48.0,48.0,48.0,48.0,48.0,23,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/1572
8500,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Kolender Adriana Andrea,4.8,4.8,4.8,4.7,4.5,4.7,4.5,4.8,4.8,4.3,4.8,4.7,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,26.0,32.0,19,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/818
8501,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Cano María Emilia,4.9,5.0,5.0,5.0,4.9,5.0,4.9,5.0,5.0,4.9,5.0,4.8,77.0,77.0,77.0,77.0,77.0,77.0,77.0,74.0,77.0,77.0,71.0,77.0,31,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/1592
8502,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Manzano Verónica Elena,5.0,5.0,5.0,5.0,4.9,4.9,4.9,4.9,4.9,5.0,5.0,4.9,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,94.0,90.0,94.0,31,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/1386
8503,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Spagnuolo Carla Cecilia,4.5,4.5,4.5,4.6,4.6,4.8,5.0,5.0,4.9,5.0,5.0,4.8,33.0,33.0,33.0,42.0,38.0,38.0,33.0,38.0,38.0,38.0,29.0,38.0,24,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/955
8504,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Ramirez Javier Alberto,4.9,4.9,5.0,5.0,4.7,4.8,5.0,5.0,5.0,5.0,5.0,4.9,48.0,43.0,48.0,48.0,48.0,48.0,43.0,48.0,48.0,48.0,48.0,48.0,23,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/1572
8505,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Kolender Adriana Andrea,4.8,4.8,4.8,4.7,4.5,4.7,4.5,4.8,4.8,4.3,4.8,4.7,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,26.0,32.0,19,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/818
8506,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Rivas María Verónica,5.0,5.0,4.9,4.8,4.8,4.8,4.8,4.9,4.8,4.9,4.9,4.8,97.0,93.0,97.0,97.0,97.0,97.0,97.0,93.0,97.0,97.0,93.0,93.0,30,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/1265
8507,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Spagnuolo Carla Cecilia,4.5,4.5,4.5,4.6,4.6,4.8,5.0,5.0,4.9,5.0,5.0,4.8,33.0,33.0,33.0,42.0,38.0,38.0,33.0,38.0,38.0,38.0,29.0,38.0,24,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/955
8508,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Ramirez Javier Alberto,4.9,4.9,5.0,5.0,4.7,4.8,5.0,5.0,5.0,5.0,5.0,4.9,48.0,43.0,48.0,48.0,48.0,48.0,43.0,48.0,48.0,48.0,48.0,48.0,23,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/1572
8509,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Kolender Adriana Andrea,4.8,4.8,4.8,4.7,4.5,4.7,4.5,4.8,4.8,4.3,4.8,4.7,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,26.0,32.0,19,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/818
8510,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Cagnoni Alejandro Javier,5.0,5.0,5.0,5.0,5.0,4.9,5.0,4.9,5.0,5.0,5.0,4.9,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,92.0,88.0,96.0,24,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/15
8511,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Spagnuolo Carla Cecilia,4.5,4.5,4.5,4.6,4.6,4.8,5.0,5.0,4.9,5.0,5.0,4.8,33.0,33.0,33.0,42.0,38.0,38.0,33.0,38.0,38.0,38.0,29.0,38.0,24,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/955
8512,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Ramirez Javier Alberto,4.9,4.9,5.0,5.0,4.7,4.8,5.0,5.0,5.0,5.0,5.0,4.9,48.0,43.0,48.0,48.0,48.0,48.0,43.0,48.0,48.0,48.0,48.0,48.0,23,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/1572
8513,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Kolender Adriana Andrea,4.8,4.8,4.8,4.7,4.5,4.7,4.5,4.8,4.8,4.3,4.8,4.7,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,26.0,32.0,19,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/818
8514,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Duran Fernando Javier,4.9,4.9,4.9,4.9,4.7,4.6,4.7,4.9,4.7,4.8,4.8,4.8,76.0,76.0,78.0,78.0,78.0,77.0,73.0,77.0,76.0,76.0,67.0,73.0,139,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/262
8515,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Spagnuolo Carla Cecilia,4.5,4.5,4.5,4.6,4.6,4.8,5.0,5.0,4.9,5.0,5.0,4.8,33.0,33.0,33.0,42.0,38.0,38.0,33.0,38.0,38.0,38.0,29.0,38.0,24,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/955
8516,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Ramirez Javier Alberto,4.9,4.9,5.0,5.0,4.7,4.8,5.0,5.0,5.0,5.0,5.0,4.9,48.0,43.0,48.0,48.0,48.0,48.0,43.0,48.0,48.0,48.0,48.0,48.0,23,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/1572
8517,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Kolender Adriana Andrea,4.8,4.8,4.8,4.7,4.5,4.7,4.5,4.8,4.8,4.3,4.8,4.7,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,26.0,32.0,19,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/818
8518,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Garcia Liñares Guadalupe Eugenia,5.0,5.0,4.8,5.0,4.8,4.8,4.7,4.9,4.8,4.8,5.0,4.8,96.0,96.0,96.0,96.0,96.0,96.0,91.0,96.0,96.0,96.0,87.0,96.0,23,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/703
8519,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Spagnuolo Carla Cecilia,4.5,4.5,4.5,4.6,4.6,4.8,5.0,5.0,4.9,5.0,5.0,4.8,33.0,33.0,33.0,42.0,38.0,38.0,33.0,38.0,38.0,38.0,29.0,38.0,24,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/955
8520,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Ramirez Javier Alberto,4.9,4.9,5.0,5.0,4.7,4.8,5.0,5.0,5.0,5.0,5.0,4.9,48.0,43.0,48.0,48.0,48.0,48.0,43.0,48.0,48.0,48.0,48.0,48.0,23,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/1572
8521,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Kolender Adriana Andrea,4.8,4.8,4.8,4.7,4.5,4.7,4.5,4.8,4.8,4.3,4.8,4.7,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,26.0,32.0,19,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/818
8522,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Rengifo Carrillo Mayra Graciela,4.5,4.6,3.5,4.2,3.4,3.5,3.5,4.2,3.3,3.2,3.3,3.5,100.0,100.0,100.0,100.0,100.0,100.0,89.0,89.0,95.0,79.0,79.0,74.0,19,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/7092
8523,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Giordano Luciana,5.0,4.9,4.8,5.0,4.3,4.8,4.6,4.8,4.7,4.7,4.5,4.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,79.0,84.0,19,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/3161
8524,1er. Cuatrimestre 2023,Departamento de Química Orgánica,Química Orgánica (Biología),Materia obligatoria para la LCB,Jurado Dulce Constanza,4.9,4.9,4.9,4.2,4.7,4.5,4.6,4.3,4.6,4.8,4.9,4.7,100.0,100.0,100.0,100.0,100.0,100.0,89.0,100.0,100.0,95.0,79.0,79.0,19,https://visualizador-encuestas-finales.exactas.uba.ar/111/10/95/11728/7058
